business_name,address,phone,website,area,city,category,reviews_count,rating,url
"City Gardenz","","+16303700810","","New York, NY","New York, NY","landscaping","","4.8","https://www.google.com/maps/place/City+Gardenz/data=!4m7!3m6!1s0x89c259b8a7ef327f:0xc1e01f7fec11dac5!8m2!3d40.6971415!4d-73.979506!16s%2Fg%2F1td2c7ny!19sChIJfzLvp7hZwokRxdoR7H8f4ME?authuser=0&hl=en&rclk=1"
"Manhattan Landscape Company","Address: 511 W 139th St, New York, NY 10031, United States ","+12124708262","","New York, NY","New York, NY","landscaping","","5","https://www.google.com/maps/place/Manhattan+Landscape+Company/data=!4m7!3m6!1s0x89c2f665ac89c697:0xdffb1c2488e69060!8m2!3d40.821976!4d-73.9511136!16s%2Fg%2F11rcsg9lm!19sChIJl8aJrGX2wokRYJDmiCQc-98?authuser=0&hl=en&rclk=1"
