business_name,address,phone,website,area,city,category,reviews_count,rating,url
"S&K Tree Services","","+19176029577","","New York, NY","New York, NY","tree service","","4.7","https://www.google.com/maps/place/S%26K+Tree+Services/data=!4m7!3m6!1s0x89c26061da8bedc1:0x2935e1340dd3dee3!8m2!3d40.6860039!4d-73.8418113!16s%2Fg%2F11g8kt4n3w!19sChIJwe2L2mFgwokR497TDTThNSk?authuser=0&hl=en&rclk=1"
"Woody Woodpecker Tree Service","","+13472522792","","New York, NY","New York, NY","tree service","","4.7","https://www.google.com/maps/place/Woody+Woodpecker+Tree+Service/data=!4m7!3m6!1s0x89c243e53a1dc2f7:0x7f35c1fc4df7cf46!8m2!3d40.733204!4d-73.8411824!16s%2Fg%2F11j0r3nmvx!19sChIJ98IdOuVDwokRRs_3TfzBNX8?authuser=0&hl=en&rclk=1"
