business_name,address,phone,website,area,city,category,reviews_count,rating,url
"Y-Not-Flooring","Address: 408 Manhattan Ave, New York, NY 10026, United States ","+19292375065","","New York, NY","New York, NY","flooring contractor","","4.9","https://www.google.com/maps/place/Y-Not-Flooring/data=!4m7!3m6!1s0x89c2f66d6dbb128d:0x2b1da5d7f436fe36!8m2!3d40.8062179!4d-73.9558056!16s%2Fg%2F11bwhb6nth!19sChIJjRK7bW32wokRNv429NelHSs?authuser=0&hl=en&rclk=1"
"Allied Flooring Systems","Address: 55 W 39th St, New York, NY 10018, United States ","+12123910331","","New York, NY","New York, NY","flooring contractor","","5","https://www.google.com/maps/place/Allied+Flooring+Systems/data=!4m7!3m6!1s0x89c259acf9afc443:0x63b2ad76ed52cc9c!8m2!3d40.7528042!4d-73.9848347!16s%2Fg%2F1td48x3b!19sChIJQ8Sv-axZwokRnMxS7XatsmM?authuser=0&hl=en&rclk=1"
