business_name,address,area,city,reviews_count,rating,has_website,url
"Corner Restaurant","· 110 E 2nd St","78701, Austin, TX","Austin, TX","16910","4.8","No","https://www.google.com/maps/place/Corner+Restaurant/data=!4m7!3m6!1s0x8644b508789cc0c5:0x270f96c74f970af4!8m2!3d30.2645703!4d-97.7438317!16s%2Fg%2F11b76mjh5x!19sChIJxcCceAi1RIYR9AqXT8eWDyc?authuser=0&hl=en&rclk=1"
"Corinne Austin","· 304 E Cesar Chavez St","78701, Austin, TX","Austin, TX","5276","4.8","No","https://www.google.com/maps/place/Corinne+Austin/data=!4m7!3m6!1s0x8644b5a2efae9207:0x29c9c30dffef66c0!8m2!3d30.2627011!4d-97.7415763!16s%2Fg%2F11n5pb_qpg!19sChIJB5Ku76K1RIYRwGbv_w3DySk?authuser=0&hl=en&rclk=1"
"Caroline","· 621 Congress Ave. Suite 101","78701, Austin, TX","Austin, TX","13250","4.8","No","https://www.google.com/maps/place/Caroline/data=!4m7!3m6!1s0x8644b509e7e92743:0x38cd855b7c17b277!8m2!3d30.2688157!4d-97.7422982!16s%2Fg%2F11d_9jgz28!19sChIJQyfp5wm1RIYRd7IXfFuFzTg?authuser=0&hl=en&rclk=1"
"Ember Kitchen","· 800 W Cesar Chavez St Ste PP110","78701, Austin, TX","Austin, TX","2136","4.8","No","https://www.google.com/maps/place/Ember+Kitchen/data=!4m7!3m6!1s0x8644b5723cde91d1:0x14bf1e14920af2da!8m2!3d30.266876!4d-97.7528456!16s%2Fg%2F11jt5g77r4!19sChIJ0ZHePHK1RIYR2vIKkhQevxQ?authuser=0&hl=en&rclk=1"
"Upstairs at Caroline","· 109 E 7th St","78701, Austin, TX","Austin, TX","6206","4.9","No","https://www.google.com/maps/place/Upstairs+at+Caroline/data=!4m7!3m6!1s0x8644b509e7e92743:0xb09cf7e6ae581b9!8m2!3d30.2686635!4d-97.7420691!16s%2Fg%2F11fxb7wz06!19sChIJQyfp5wm1RIYRuYHlan7PCQs?authuser=0&hl=en&rclk=1"
"Dean's Italian Steakhouse","· 110 E 2nd St","78701, Austin, TX","Austin, TX","2712","4.9","No","https://www.google.com/maps/place/Dean%27s+Italian+Steakhouse/data=!4m7!3m6!1s0x8644b5f9290d2757:0xd73edf1c24d12e4f!8m2!3d30.2641454!4d-97.7430761!16s%2Fg%2F11pyc12_7j!19sChIJVycNKfm1RIYRTy7RJBzfPtc?authuser=0&hl=en&rclk=1"
"Roaring Fork","· 701 Congress Ave.","78701, Austin, TX","Austin, TX","2063","4.5","No","https://www.google.com/maps/place/Roaring+Fork/data=!4m7!3m6!1s0x8644b509e15979d5:0xce6e982ebf5ebae2!8m2!3d30.2691083!4d-97.7421111!16s%2Fg%2F1td5m2fy!19sChIJ1XlZ4Qm1RIYR4rpevy6Ybs4?authuser=0&hl=en&rclk=1"
"Verbena Food & Drink","· 612 W 6th St","78701, Austin, TX","Austin, TX","1038","4.7","No","https://www.google.com/maps/place/Verbena+Food+%26+Drink/data=!4m7!3m6!1s0x8644b5671c80691b:0x38d7e3bd3637504b!8m2!3d30.2699121!4d-97.7489064!16s%2Fg%2F11jd_wq5w9!19sChIJG2mAHGe1RIYRS1A3Nr3j1zg?authuser=0&hl=en&rclk=1"
"Moonshine Grill","· 303 Red River St","78701, Austin, TX","Austin, TX","7168","4.6","No","https://www.google.com/maps/place/Moonshine+Grill/data=!4m7!3m6!1s0x8644b5a8910339cd:0x3d1cb3bee44dfaf4!8m2!3d30.2637562!4d-97.7380259!16s%2Fg%2F1tfxh22p!19sChIJzTkDkai1RIYR9PpN5L6zHD0?authuser=0&hl=en&rclk=1"
"North Italia","· 500 W 2nd St #120","78701, Austin, TX","Austin, TX","2051","4.4","No","https://www.google.com/maps/place/North+Italia/data=!4m7!3m6!1s0x8644b50f13d654f7:0x298b7455bac125f9!8m2!3d30.2657893!4d-97.7489158!16s%2Fg%2F11hbq8vc5c!19sChIJ91TWEw-1RIYR-SXBulV0iyk?authuser=0&hl=en&rclk=1"
"The Guest House Austin","· 110 San Antonio St Ste R140","78701, Austin, TX","Austin, TX","2053","4.7","No","https://www.google.com/maps/place/The+Guest+House+Austin/data=!4m7!3m6!1s0x8644b5f634da0ea9:0x95ae401d6be54410!8m2!3d30.2656426!4d-97.7493256!16s%2Fg%2F11ld65sfmp!19sChIJqQ7aNPa1RIYREETlax1ArpU?authuser=0&hl=en&rclk=1"
"True Food Kitchen","· 222 West Ave Ste HR100","78701, Austin, TX","Austin, TX","2769","4.5","No","https://www.google.com/maps/place/True+Food+Kitchen/data=!4m7!3m6!1s0x8644b50e2ee3f607:0xddc3ee2020881bac!8m2!3d30.2670001!4d-97.7522838!16s%2Fg%2F11clfd3vs8!19sChIJB_bjLg61RIYRrBuIICDuw90?authuser=0&hl=en&rclk=1"
"Emmer & Rye","· SkyHouse, 51 Rainey St UNIT 110","78701, Austin, TX","Austin, TX","1719","4.4","No","https://www.google.com/maps/place/Emmer+%26+Rye/data=!4m7!3m6!1s0x8644b5aa4ba7633d:0xfb14f97a7bd4e90c!8m2!3d30.2574194!4d-97.7390667!16s%2Fg%2F11bw61kjkh!19sChIJPWOnS6q1RIYRDOnUe3r5FPs?authuser=0&hl=en&rclk=1"
"Perry's Steakhouse & Grille - Downtown Austin","· 114 W 7th St","78701, Austin, TX","Austin, TX","4342","4.6","No","https://www.google.com/maps/place/Perry%27s+Steakhouse+%26+Grille+-+Downtown+Austin/data=!4m7!3m6!1s0x8644b5098e36bacf:0x401fe397ec58fe8b!8m2!3d30.2694225!4d-97.7435269!16s%2Fg%2F1xb2dzc2!19sChIJz7o2jgm1RIYRi_5Y7JfjH0A?authuser=0&hl=en&rclk=1"
"The Well","· 440 W 2nd St","78701, Austin, TX","Austin, TX","844","4.5","No","https://www.google.com/maps/place/The+Well/data=!4m7!3m6!1s0x8644b5c3d19d8bd7:0xe6f8c20f2101cf63!8m2!3d30.2656068!4d-97.7483158!16s%2Fg%2F11m84zj_hv!19sChIJ14ud0cO1RIYRY88BIQ_C-OY?authuser=0&hl=en&rclk=1"
"Aba Austin","· 1011 S Congress Ave Bldg 2 Suite 180","78701, Austin, TX","Austin, TX","5962","4.7","No","https://www.google.com/maps/place/Aba+Austin/data=!4m7!3m6!1s0x8644b536d664f80d:0xc9f3e7f84a08d2dc!8m2!3d30.2533154!4d-97.7480244!16s%2Fg%2F11kxs1p26y!19sChIJDfhk1ja1RIYR3NIISvjn88k?authuser=0&hl=en&rclk=1"
"Péché","· 208 W 4th St","78701, Austin, TX","Austin, TX","2116","4.5","No","https://www.google.com/maps/place/P%C3%A9ch%C3%A9/data=!4m7!3m6!1s0x8644b508e3e50b81:0xdc31ceba925a687!8m2!3d30.2668708!4d-97.7452131!16s%2Fg%2F1vnnjswc!19sChIJgQvl4wi1RIYRh6Ylqescww0?authuser=0&hl=en&rclk=1"
"Fixe Southern House","· 500 W 5th St","78701, Austin, TX","Austin, TX","1982","4.6","No","https://www.google.com/maps/place/Fixe+Southern+House/data=!4m7!3m6!1s0x8644b50eb631c4cd:0xdd01a7ff9e5f3595!8m2!3d30.2688775!4d-97.7485651!16s%2Fg%2F11b6v0l_h8!19sChIJzcQxtg61RIYRlTVfnv-nAd0?authuser=0&hl=en&rclk=1"
"Eureka!","· 200 E 6th St","78701, Austin, TX","Austin, TX","2937","4.4","No","https://www.google.com/maps/place/Eureka!/data=!4m7!3m6!1s0x8644b5a77a69d217:0x5767e994aa3248a8!8m2!3d30.2678427!4d-97.7412401!16s%2Fg%2F11btww44m0!19sChIJF9Jpeqe1RIYRqEgyqpTpZ1c?authuser=0&hl=en&rclk=1"
"Swift's Attic","· 315 Congress Ave.","78701, Austin, TX","Austin, TX","1334","4.5","No","https://www.google.com/maps/place/Swift%27s+Attic/data=!4m7!3m6!1s0x8644b50868719c39:0x6aad29922afb787b!8m2!3d30.2656345!4d-97.7433776!16s%2Fg%2F1hc290jny!19sChIJOZxxaAi1RIYRe3j7KpIprWo?authuser=0&hl=en&rclk=1"
"Red Ash","· Colorado Tower, 303 Colorado St #200","78701, Austin, TX","Austin, TX","2266","4.7","No","https://www.google.com/maps/place/Red+Ash/data=!4m7!3m6!1s0x8644b5088b41fa59:0xada04b221220ebe!8m2!3d30.2657022!4d-97.7449409!16s%2Fg%2F11cs5wlpxh!19sChIJWfpBiwi1RIYRvg4iIbIE2go?authuser=0&hl=en&rclk=1"
"Sapori Italian Roots","· 800 Brazos St ste 215","78701, Austin, TX","Austin, TX","665","4.8","No","https://www.google.com/maps/place/Sapori+Italian+Roots/data=!4m7!3m6!1s0x8644b5dcfd4ebba7:0x1b7abfe12cf1df5b!8m2!3d30.2698335!4d-97.7412877!16s%2Fg%2F11kqwj7k6t!19sChIJp7tO_dy1RIYRW9_xLOG_ehs?authuser=0&hl=en&rclk=1"
"Champions Austin Restaurant & Bar","· 300 E 4th St","78701, Austin, TX","Austin, TX","2084","4.7","No","https://www.google.com/maps/place/Champions+Austin+Restaurant+%26+Bar/data=!4m7!3m6!1s0x8644b5a7ec4f45cf:0x94df01b7c0d62430!8m2!3d30.2655444!4d-97.7401793!16s%2Fg%2F1thqh48z!19sChIJz0VP7Ke1RIYRMCTWwLcB35Q?authuser=0&hl=en&rclk=1"
"Odd Duck","· 1201 S Lamar Blvd","78701, Austin, TX","Austin, TX","3501","4.7","No","https://www.google.com/maps/place/Odd+Duck/data=!4m7!3m6!1s0x8644b51f9fffcf8b:0xb12c453f1063a7e7!8m2!3d30.254672!4d-97.762051!16s%2Fg%2F1ptxn2gnl!19sChIJi8__nx-1RIYR56djED9FLLE?authuser=0&hl=en&rclk=1"
"Zanzibar","· 304 E Cesar Chavez St","78701, Austin, TX","Austin, TX","7804","4.9","No","https://www.google.com/maps/place/Zanzibar/data=!4m7!3m6!1s0x8644b5b4b055a215:0x9f404779d2544671!8m2!3d30.2628309!4d-97.7415705!16s%2Fg%2F11kgs3c60q!19sChIJFaJVsLS1RIYRcUZU0nlHQJ8?authuser=0&hl=en&rclk=1"
"Ranch 616","· 616 Nueces St","78701, Austin, TX","Austin, TX","1134","4.4","No","https://www.google.com/maps/place/Ranch+616/data=!4m7!3m6!1s0x8644b50c190b7bcb:0x605135c7432762ff!8m2!3d30.270465!4d-97.7483962!16s%2Fm%2F020z75k!19sChIJy3sLGQy1RIYR_2InQ8c1UWA?authuser=0&hl=en&rclk=1"
"Taverna Austin (Downtown) | The Baci Room","· 258 W 2nd St","78701, Austin, TX","Austin, TX","1619","4.2","No","https://www.google.com/maps/place/Taverna+Austin+%28Downtown%29+%7C+The+Baci+Room/data=!4m7!3m6!1s0x8644b508a4d5ac31:0x8f86af342e9c198e!8m2!3d30.2651679!4d-97.7463598!16s%2Fg%2F1td_c1t5!19sChIJMazVpAi1RIYRjhmcLjSvho8?authuser=0&hl=en&rclk=1"
"La Condesa","· 400A W 2nd St","78701, Austin, TX","Austin, TX","1970","4.3","No","https://www.google.com/maps/place/La+Condesa/data=!4m7!3m6!1s0x8644b50f48ebd98f:0x4a4171432bb6b3c9!8m2!3d30.2656391!4d-97.7477811!16s%2Fg%2F1yl482fsk!19sChIJj9nrSA-1RIYRybO2K0NxQUo?authuser=0&hl=en&rclk=1"
"Fareground Austin","· 111 Congress Ave.","78701, Austin, TX","Austin, TX","1369","4.4","No","https://www.google.com/maps/place/Fareground+Austin/data=!4m7!3m6!1s0x8644b507c51a5043:0x9767a84e660928a0!8m2!3d30.2635186!4d-97.74358!16s%2Fg%2F11c5442_np!19sChIJQ1AaxQe1RIYRoCgJZk6oZ5c?authuser=0&hl=en&rclk=1"
"Hestia","· 607 W 3rd St #105","78701, Austin, TX","Austin, TX","879","4.5","No","https://www.google.com/maps/place/Hestia/data=!4m7!3m6!1s0x8644b5bfb3636095:0x9fe7448d0b749bb0!8m2!3d30.2667619!4d-97.7500735!16s%2Fg%2F11h2cl_ywh!19sChIJlWBjs7-1RIYRsJt0C41E558?authuser=0&hl=en&rclk=1"
"Garrison","· 101 Red River St","78701, Austin, TX","Austin, TX","383","4.7","No","https://www.google.com/maps/place/Garrison/data=!4m7!3m6!1s0x8644b5a8e3404775:0x1c1feacbb73b7726!8m2!3d30.2619965!4d-97.7380364!16s%2Fg%2F11hbt1dsvs!19sChIJdUdA46i1RIYRJnc7t8vqHxw?authuser=0&hl=en&rclk=1"
"Eddie V's Prime Seafood","· 301 E 5th St.","78701, Austin, TX","Austin, TX","2558","4.7","No","https://www.google.com/maps/place/Eddie+V%27s+Prime+Seafood/data=!4m7!3m6!1s0x8644b5a791549495:0x23753468171a9a9b!8m2!3d30.2662488!4d-97.7406292!16s%2Fg%2F1vv2smmx!19sChIJlZRUkae1RIYRm5oaF2g0dSM?authuser=0&hl=en&rclk=1"
"Lonesome Dove Austin","· 123 W 6th St","78701, Austin, TX","Austin, TX","772","4.5","No","https://www.google.com/maps/place/Lonesome+Dove+Austin/data=!4m7!3m6!1s0x8644b509aa9776f3:0xc98eeb65a71639a7!8m2!3d30.268263!4d-97.7440193!16s%2Fg%2F11b7hynp8y!19sChIJ83aXqgm1RIYRpzkWp2Xrjsk?authuser=0&hl=en&rclk=1"
"Truluck's Ocean's Finest Seafood and Crab","· 300 Colorado St","78701, Austin, TX","Austin, TX","1896","4.7","No","https://www.google.com/maps/place/Truluck%27s+Ocean%27s+Finest+Seafood+and+Crab/data=!4m7!3m6!1s0x8644b508fb09eee5:0xbb8dfc8a288d5bd1!8m2!3d30.2659685!4d-97.74532!16s%2Fm%2F020zgpx!19sChIJ5e4J-wi1RIYR0VuNKIr8jbs?authuser=0&hl=en&rclk=1"
"J Carver’s Oyster Bar & Chophouse","· 509 Rio Grande St","78701, Austin, TX","Austin, TX","504","4.7","No","https://www.google.com/maps/place/J+Carver%E2%80%99s+Oyster+Bar+%26+Chophouse/data=!4m7!3m6!1s0x8644b50e83d6aaab:0xfd9e44a0c2ac1fbc!8m2!3d30.2695527!4d-97.7494581!16s%2Fg%2F11rrq5yp8q!19sChIJq6rWgw61RIYRvB-swqBEnv0?authuser=0&hl=en&rclk=1"
"Fogo De Chao - Austin","· 200 Congress Ave.","78701, Austin, TX","Austin, TX","8403","4.7","No","https://www.google.com/maps/place/Fogo+De+Chao+-+Austin/data=!4m7!3m6!1s0x8644b5a8094cfdef:0x32d393b3a7eb5ab0!8m2!3d30.2645274!4d-97.7443914!16s%2Fg%2F1jky96nmg!19sChIJ7_1MCai1RIYRsFrrp7OT0zI?authuser=0&hl=en&rclk=1"
"Koriente","· 621 E 7th St","78701, Austin, TX","Austin, TX","1850","4.6","No","https://www.google.com/maps/place/Koriente/data=!4m7!3m6!1s0x8644b5a5d74a882f:0xb82285daae720093!8m2!3d30.267007!4d-97.7359944!16s%2Fg%2F1th0n8yj!19sChIJL4hK16W1RIYRkwByrtqFIrg?authuser=0&hl=en&rclk=1"
"Gus’s World Famous Fried Chicken","· 117 San Jacinto Blvd","78701, Austin, TX","Austin, TX","5722","4.5","No","https://www.google.com/maps/place/Gus%E2%80%99s+World+Famous+Fried+Chicken/data=!4m7!3m6!1s0x8644b507f6169dcf:0xbb2119712a363bff!8m2!3d30.2634799!4d-97.741745!16s%2Fg%2F12hmlz7hl!19sChIJz50W9ge1RIYR_zs2KnEZIbs?authuser=0&hl=en&rclk=1"
"Arlo Grey by Kristen Kish","· 111 E Cesar Chavez St","78701, Austin, TX","Austin, TX","573","4.3","No","https://www.google.com/maps/place/Arlo+Grey+by+Kristen+Kish/data=!4m7!3m6!1s0x8644b5873083cd01:0xd530e8b8af59af2e!8m2!3d30.2627097!4d-97.7441138!16s%2Fg%2F11ghs7k72q!19sChIJAc2DMIe1RIYRLq9Zr7joMNU?authuser=0&hl=en&rclk=1"
"Cedar Door Patio Bar & Grill","· 201 Brazos St bldg A","78701, Austin, TX","Austin, TX","1624","4.3","No","https://www.google.com/maps/place/Cedar+Door+Patio+Bar+%26+Grill/data=!4m7!3m6!1s0x8644b507e6addfc1:0x816d161740190f7e!8m2!3d30.2640927!4d-97.7425827!16s%2Fg%2F1tdqbzfj!19sChIJwd-t5ge1RIYRfg8ZQBcWbYE?authuser=0&hl=en&rclk=1"
"Cooper's Old Time Pit Bar-B-Que","· 217 Congress Ave.","78701, Austin, TX","Austin, TX","6345","4.4","No","https://www.google.com/maps/place/Cooper%27s+Old+Time+Pit+Bar-B-Que/data=!4m7!3m6!1s0x8644b50871079ba1:0xc2343145a767207f!8m2!3d30.2649418!4d-97.7437436!16s%2Fg%2F11cjj6zd6n!19sChIJoZsHcQi1RIYRfyBnp0UxNMI?authuser=0&hl=en&rclk=1"
"The Capital Grille","· 117 W 4th St","78701, Austin, TX","Austin, TX","1361","4.6","No","https://www.google.com/maps/place/The+Capital+Grille/data=!4m7!3m6!1s0x8644b508f73dc421:0xfcd159c93fa34f0e!8m2!3d30.2662705!4d-97.7444668!16s%2Fg%2F1q6j35qps!19sChIJIcQ99wi1RIYRDk-jP8lZ0fw?authuser=0&hl=en&rclk=1"
"J-Prime Steakhouse","· Corner of, 301 Brazos St ste 150, San Jacinto Blvd and 3rd","78701, Austin, TX","Austin, TX","1017","4.8","No","https://www.google.com/maps/place/J-Prime+Steakhouse/data=!4m7!3m6!1s0x8644b5b168684cd9:0x166d658325c7ff43!8m2!3d30.264744!4d-97.7414483!16s%2Fg%2F11rv6jvz8n!19sChIJ2UxoaLG1RIYRQ__HJYNlbRY?authuser=0&hl=en&rclk=1"
"WU Chow - Downtown","· IBC Bank Plaza, 500 W 5th St #168","78701, Austin, TX","Austin, TX","1776","4.3","No","https://www.google.com/maps/place/WU+Chow+-+Downtown/data=!4m7!3m6!1s0x8644b50ebc3e7c2f:0x55179ef86829b4f1!8m2!3d30.2685782!4d-97.7478856!16s%2Fg%2F11bvzscvc0!19sChIJL3w-vA61RIYR8bQpaPieF1U?authuser=0&hl=en&rclk=1"
"Banger's Sausage House & Beer Garden","· 79 Rainey St","78701, Austin, TX","Austin, TX","7088","4.5","No","https://www.google.com/maps/place/Banger%27s+Sausage+House+%26+Beer+Garden/data=!4m7!3m6!1s0x8644b5abd7d04cdb:0xc66901fef26c7c1d!8m2!3d30.2589511!4d-97.7385214!16s%2Fg%2F11g_nbdfm!19sChIJ20zQ16u1RIYRHXxs8v4BacY?authuser=0&hl=en&rclk=1"
"Meat & Bread","· 360 Nueces St STE 20","78701, Austin, TX","Austin, TX","526","4.8","No","https://www.google.com/maps/place/Meat+%26+Bread/data=!4m7!3m6!1s0x8644b5823b7ab0e5:0x78f1556daf78f7c4!8m2!3d30.2670728!4d-97.7498084!16s%2Fg%2F11p15kls1s!19sChIJ5bB6O4K1RIYRxPd4r21V8Xg?authuser=0&hl=en&rclk=1"
"III Forks","· 111 Lavaca St","78701, Austin, TX","Austin, TX","1427","4.6","No","https://www.google.com/maps/place/III+Forks/data=!4m7!3m6!1s0x8644b50601fceda9:0x97991112c5c4c887!8m2!3d30.2641922!4d-97.746646!16s%2Fg%2F1tc_rdl_!19sChIJqe38AQa1RIYRh8jExRIRmZc?authuser=0&hl=en&rclk=1"
"Geraldine's","· 605 Davis St","78701, Austin, TX","Austin, TX","1387","4.4","No","https://www.google.com/maps/place/Geraldine%27s/data=!4m7!3m6!1s0x8644b5a97517417b:0xb8b44815c75713d8!8m2!3d30.2600574!4d-97.7392578!16s%2Fg%2F11bycht7v9!19sChIJe0EXdam1RIYR2BNXxxVItLg?authuser=0&hl=en&rclk=1"
"Anthem","· 91 Rainey St Ste 120","78701, Austin, TX","Austin, TX","845","4.6","No","https://www.google.com/maps/place/Anthem/data=!4m7!3m6!1s0x8644b5a8e507421f:0x50c3679a2400831f!8m2!3d30.2604951!4d-97.7379794!16s%2Fg%2F11gly7qynw!19sChIJH0IH5ai1RIYRH4MAJJpnw1A?authuser=0&hl=en&rclk=1"
"Local Foods -- 2nd Street District","· 454 W 2nd St","78701, Austin, TX","Austin, TX","463","4.4","No","https://www.google.com/maps/place/Local+Foods+--+2nd+Street+District/data=!4m7!3m6!1s0x8644cb6ae50590f7:0xd376a18f5f0685ee!8m2!3d30.2656938!4d-97.7485706!16s%2Fg%2F11nmpsflb_!19sChIJ95AF5WrLRIYR7oUGX4-hdtM?authuser=0&hl=en&rclk=1"
"Industry","· 1211 E 5th St. Ste 150","78702, Austin, TX","Austin, TX","1048","4.5","No","https://www.google.com/maps/place/Industry/data=!4m7!3m6!1s0x8644b505051e539b:0x3cbf9685f92c1fff!8m2!3d30.2629956!4d-97.7301213!16s%2Fg%2F11td8y8jrl!19sChIJm1MeBQW1RIYR_x8s-YWWvzw?authuser=0&hl=en&rclk=1"
"Suerte","· 1800 E 6th St","78702, Austin, TX","Austin, TX","2866","4.6","No","https://www.google.com/maps/place/Suerte/data=!4m7!3m6!1s0x8644b5b6fb440001:0x48219815b3589371!8m2!3d30.2622778!4d-97.7232758!16s%2Fg%2F11hcy_q_wp!19sChIJAQBE-7a1RIYRcZNYsxWYIUg?authuser=0&hl=en&rclk=1"
"Caroline","· 621 Congress Ave. Suite 101","78702, Austin, TX","Austin, TX","13250","4.8","No","https://www.google.com/maps/place/Caroline/data=!4m7!3m6!1s0x8644b509e7e92743:0x38cd855b7c17b277!8m2!3d30.2688157!4d-97.7422982!16s%2Fg%2F11d_9jgz28!19sChIJQyfp5wm1RIYRd7IXfFuFzTg?authuser=0&hl=en&rclk=1"
"De Nada Cantina","· 4715 E Cesar Chavez St","78702, Austin, TX","Austin, TX","1946","4.6","No","https://www.google.com/maps/place/De+Nada+Cantina/data=!4m7!3m6!1s0x8644b582edd63463:0x4e8ac48f1b106d09!8m2!3d30.2514145!4d-97.7022034!16s%2Fg%2F11mw7352l3!19sChIJYzTW7YK1RIYRCW0QG4_Eik4?authuser=0&hl=en&rclk=1"
"la Barbecue","· 2401 E Cesar Chavez St","78702, Austin, TX","Austin, TX","3333","4.4","No","https://www.google.com/maps/place/la+Barbecue/data=!4m7!3m6!1s0x8644b5aec36d1d21:0xfd5679cbbac70752!8m2!3d30.2544822!4d-97.717612!16s%2Fg%2F11fy94z899!19sChIJIR1tw661RIYRUgfHust5Vv0?authuser=0&hl=en&rclk=1"
